ITEM_ID,URL,CATEGORY_ID,CATEGORY_NAME,ITEM_NAME
5238216,http://www.walmart.com/ip/5238216,1092564,All Bikes,Kent International Ultra-Lite Folding Bike
10162413,http://www.walmart.com/ip/10162413,1092564,All Bikes,20'' Girls Blossom Bike
14248172,http://www.walmart.com/ip/14248172,1092564,All Bikes,Radio Flyer Grow N' Go Flyer
29741122,http://www.walmart.com/ip/29741122,1092564,All Bikes,"20"" Mongoose Boys' Massif, Black/Yellow"
29741123,http://www.walmart.com/ip/29741123,1092564,All Bikes,"26"" Mongoose Men's Dolomite, Navy Blue/Red"
34116305,http://www.walmart.com/ip/34116305,1092564,All Bikes,"29"" Genesis Max Air Men's Moutain Bike"
34116306,http://www.walmart.com/ip/34116306,1092564,All Bikes,"18"" X-Games Boys' Bike"
34116307,http://www.walmart.com/ip/34116307,1092564,All Bikes,"26"" Glendale Women's Bike"
34116308,http://www.walmart.com/ip/34116308,1092564,All Bikes,"26"" Genesis GZ Men's Full Suspension Bike"
34116309,http://www.walmart.com/ip/34116309,1092564,All Bikes,"26"" Glendale Men's Bike"
34116310,http://www.walmart.com/ip/34116310,1092564,All Bikes,"29"" Genesis Men's Astra Bike"
34116311,http://www.walmart.com/ip/34116311,1092564,All Bikes,"29"" Genesis Men's GS29 Bike"
34116312,http://www.walmart.com/ip/34116312,1092564,All Bikes,"24"" La Jolla Girls' Cruiser Bike"
20605072,http://www.walmart.com/ip/20605072,1092564,All Bikes,"Schwinn 10 LED Bicycle Light Set, White/Red"
21873766,http://www.walmart.com/ip/21873766,1092564,All Bikes,"Kettler Junior Kettrike, Red"
22795224,http://www.walmart.com/ip/22795224,1092564,All Bikes,StinkyKids Bucket Rider Girls' Tricycle
22795229,http://www.walmart.com/ip/22795229,1092564,All Bikes,NASCAR Burnin' Rubber Tricycle
22795230,http://www.walmart.com/ip/22795230,1092564,All Bikes,"Mantis Classic Tricycle, Red"
22795234,http://www.walmart.com/ip/22795234,1092564,All Bikes,"Mantis Classic Tricycle, Black"
31244824,http://www.walmart.com/ip/31244824,1092564,All Bikes,"20"" Thruster Chaos Boys' BMX Bike"
31528312,http://www.walmart.com/ip/31528312,1092564,All Bikes,Classic Toy Wooden Balancing Bike
33055036,http://www.walmart.com/ip/33055036,1092564,All Bikes,"20"" Kent 2 Cool Girls' BMX Bike, Satin Purple"
33055037,http://www.walmart.com/ip/33055037,1092564,All Bikes,"20"" Thruster Dirt DS Boys' Mountain Bike. Green"
33455680,http://www.walmart.com/ip/33455680,1092564,All Bikes,"WonkaWoo Ride and Glide Mini-Cycle Balance Bike, Light Blue, 12"""
33455681,http://www.walmart.com/ip/33455681,1092564,All Bikes,"WonkaWoo Ride and Glide Mini-Cycle Balance Bike, Light Blue"
33455682,http://www.walmart.com/ip/33455682,1092564,All Bikes,"WonkaWoo Ride and Glide Mini-Cycle Balance Bike, Red"
33455683,http://www.walmart.com/ip/33455683,1092564,All Bikes,"WonkaWoo Ride and Glide Mini-Cycle Balance Bike, Red, 12"""
33455684,http://www.walmart.com/ip/33455684,1092564,All Bikes,"WonkaWoo Ride and Glide Mini-Cycle Balance Bike, Green, 12"""
33871015,http://www.walmart.com/ip/33871015,1092564,All Bikes,"18"" Monster High Girl's Bike"
33871016,http://www.walmart.com/ip/33871016,1092564,All Bikes,"16"" Barbie Girl's Bike"
33871017,http://www.walmart.com/ip/33871017,1092564,All Bikes,"16"" Nerf Boy's Bike"
33871019,http://www.walmart.com/ip/33871019,1092564,All Bikes,Hot Wheels 3-Wheel Scooter
33871021,http://www.walmart.com/ip/33871021,1092564,All Bikes,"12"" Hot Wheels Boy's Bike"
33871022,http://www.walmart.com/ip/33871022,1092564,All Bikes,"16"" Power Rangers Boy's Bike"
33871024,http://www.walmart.com/ip/33871024,1092564,All Bikes,"14"" Hot Wheels Boy's Bike"
33871026,http://www.walmart.com/ip/33871026,1092564,All Bikes,"12"" Thomas Boy's Bike"
33871027,http://www.walmart.com/ip/33871027,1092564,All Bikes,"12"" Barbie Girl's Bike"
17126361,http://www.walmart.com/ip/17126361,1092564,All Bikes,"16"" Kids' Gyrowheel, Black"
17126363,http://www.walmart.com/ip/17126363,1092564,All Bikes,"12"" Kids' Gyrowheel, White"
5470111,http://www.walmart.com/ip/5470111,962462,Backpacks,Eureka! Getaway 5800 Backpack
8136419,http://www.walmart.com/ip/8136419,962462,Backpacks,SwissGear Schwarzenburg Lighted Blue Backpack for Boys
10928115,http://www.walmart.com/ip/10928115,962462,Backpacks,Outdoor Recreation Group Morph - Backpack
10928117,http://www.walmart.com/ip/10928117,962462,Backpacks,Outdoor Recreation Group Morph (Backpack)
